airline_sentiment,text
positive,"@united I may not hit any new status this year, but I’ve flown several times this year and have tried to book with y’all every time!"
negative,"@united unsmiling rep. told us hotel shuttle comes ""like every 15 minutes."" Breezy 30 min. Late Flightr we're taking a cab. You going to reimburse?"
negative,"@united If someone misses his connecting flight because of the airline, and it was the last flight of the day, how will you fix it?"
negative,@united Yes I needed plenty of assistance but received none.
negative,"@united not tonight, we got a hotel and after 14hrs of traveling and still not reaching our destination we are disappointed. Thanks"
negative,@united thank you for the reply. I emailed your customer care department about my experience.
negative,@united How can I file a claim when your agents won't let me speak to a supervisor? My claim number is expired because you WON'T find my bag
neutral,@united it's done.  If you do something to make up for it I'll tweet that too.
negative,@united I had one interview I was the last person what does that mean?
negative,@united I have flown with you 10 times in the last 13 days. 8 out of 10 flights have been delayed. Huge mistake on my part. Don't fly united
positive,@united I just received notification of in-flight Wi-Fi for UA863 from @flySFO to @SydneyAirport. Amazing!
negative,@united yes but taking two days to get bag delivered. Missed a full day skiing because of this.
positive,@united give her the recognition she deserves!
positive,@united she's the type of person that can make a customers day! I fly 100+ times a year &amp; she's one of the top flight attendants I've had!
negative,@united made me remove 1 pound from my checked bag otherwise they would charge me $200. Loyal flier for 10 years - time for change.
negative,@united been sitting on this plane 3:15 unreal. When will my 2+ day nightmare end?
positive,@united you suck. @SouthwestAir you're the best.
negative,@United can you let us out of the gate now. UA1157
negative,"@united &amp; on top of no free tv on the int’l leg, now I’m sitting on the Tarmac in Houston, 70 min past departure w/ another hr plus to go"
negative,"@united DTV doesnt work, pilots Late Flight, wont let 10yr old fly next 2 me and I paid 4 an upgrade. #unitedsucks"
negative,"@united Your ""Loyalty Team"" basically flipped me off via phone, but thanks. Maybe Google ""loyalty"" and get back to me? ^LOL"
negative,"Hey @united, this is your job, don't give me the safety spin. This is the same plane that broke on the original flight out. #unitedSucks"
positive,@united Thank You
negative,"@united, if you mean beyond opaque ""maintenance issues"", yes, that would be  basic in customer service which your EWR staff can't manage."
negative,"@united ""Dear Ted. We don't care about you nor the Mileage Plus Card you pay a lot for. Bye bye. -- United"""
neutral,@united Terminal 1 gate B3. Flt 1299. Then take her to Terminal 5. Gate M13. Swiss Air LX009
negative,. @united sad that you don't think it is important to resolve your client facing team that behaves disgraceful
negative,@united Help! My girlfriend Amy Lloyd is going to miss our flt to Zurich bc of your fault. She needs a golf cart to meet her at ORD (1)
negative,@united - #epicfail from a former gate agent in PIA!  He walked away and quit! Luckily a responsible PIA agent saved the day!
negative,@united That was the problem.  We were being told the aircraft was on its way.
negative,@united will do. Thx. Been sitting on plane now for 2.5 hrs and now we have to refuel!  I can't even make this stuff up.
negative,@united do you know how to use twitter bro?  Your terminal looks like it's in Bosnia.  Here's another pic. http://t.co/M9Nywr5Kbs
negative,@united you are by far the worst airline. 4 plane delays on 1 round trip flight. How is that possible.
negative,@united I took care of it myself. Had to rent a car and drive 3 hours to retrieve my belongings. Due to united errors.
negative,@united now I'll probably miss my next connection!
neutral,@united any chance you'll ever do CPUs on your JFK-LAX like @AmericanAir?
negative,@united you may think I'm joking or blowing it out of proportion but the last 8 united flights have been delayed or significantly Late Flight.
negative,"@united not the case. Now delayed due to ""mechanical issues with no update on departure time"". Just Cancelled Flight the goddamn flight so I go delta"
negative,@united 2 days and 3 planes with mechanical issues?  Now over 1.5 hrs Late Flight sitting on this plane. This is insane!!
negative,@united I didn't get a message from you. I'll resend numbers.
neutral,"@united Yes, filled out the form last year. Don't have case number handy. Guess I'm not cut out for the historical society afterall"
negative,@United What idiot designed your seats? Armrest TV remote &amp; resting elbows don't mix. Seatmate keeps changing channels &amp; blasting volume.
negative,@united You can bump me up to Group 3 so I won't be forced to check my bag and wait 30+ minutes at LGA.
negative,"@united Listen, learn &amp; do this: Remove your PQD requirement. It is insulting. ^HA"
positive,@united thank you for the reply.  I will fill out the form and submit it as requested.  Good to know you're paying attention!
positive,@united Gate Agent Alavera is amazing
negative,@united I need you...to be a better airline. ^LOL
negative,@united your agents forced me to check a carry on bag. When I received my bag I found your crew had stolen from me. U lost my business!
positive,@united wins top marks for customer service via Twitter. They turned a poor experience into a positive. Many thanks for the effort! 👍
negative,@united Really....you charge me $25 to check a bag and then you put it on a different flight....still Don't have my bag!!!
negative,@united Why haven't you released a travel advisory for IAD for tomorrow????!!!!!!!!
negative,"@united cross country flight SFO&gt;BOS. No wifi, not even a can of soda and this quality inflight entertainment #sad http://t.co/xhlc30MTfF"
negative,"@united is really getting horrible. So much for tucking in my kids tonight. Delta transfers miles/status, right? http://t.co/H6HN33JJJE"
neutral,@united I just had an interview how long does it take before you hear back
negative,@united I think problem resolution should be decided on your end. Especially if you'd like me to continue flying your airline.
negative,@united roundtrip to London on @Delta ? I think I will! FYI that's another $1k you just lost. #moneynotspentonunited #unfriendlyskies
negative,@united already Flight Booking Problems next week's trip on @AmericanAir  thanks for making the choice so easy #disunited #unfriendlyskies #servicefail
positive,"@United flight experiences R often frustrating, but 2day on UA5184 from CHI to WPG flight attendant April was #amazing! She's 1 of the best!"
negative,"@united Also, group 5 is total BS."
negative,@united Don't ask me to be patient without offering something in return.
negative,"@united just like clockwork, Friday afternoon flights from LAS to DEN running Late Flight. Why does this seem to happen so consistently #KeepIt100"
negative,@united I will! On @AmericanAir @SouthwestAir @Delta or @JetBlue  all of which will be getting my business. #unfriendlyskies #unbelievable
positive,@united free booze for the Bach party would make it better!  ORD--&gt;MSY #Delayed #Again   We will enjoy either way.  Thanks!
neutral,"@united (2/2) I have their name (boarding pass was in there, too).  I think they might really need this. Any ideas?"
neutral,@united - sitting in seat 10D on a flight back from Vegas to Chicago.  Someone left a folder that looks important in the seat pocket. (1/2)
negative,"@united incompetent/rude service today. Missed my connecting flight, then the customer service desk was terrible to me. Really upset w untd."
negative,@united - terrible experience on UA415 on 17th. 1st exit row in economy has zero legroom. Have same row booked for return but can't change.
negative,@united 5.5 hours Late Flightr I've been in transit for a total of twelve hours...please just change the plane on flight 600 this is ridiculous SFO
positive,@united all good man it isn't your fault that plane is having maintenance issues
negative,@united this delay of flight UA4636 has been painful. I sure hope it doesn't cause me or my luggage) to miss my UA82 flight to New Delhi!
negative,@united Yes but unbelievable.  Should have a free fare lock
positive,“@united: @BattierCCIpuppy Your puppy is so cute. We look forward to having both of you on board. Thanks for the high five. ^EY” 👏👏
negative,"@united worst AIRLINE 
BEWARE THEY DO NOT MAINTAIN THERE PLAIN 
BEEN ON THE RUNWAY THE PAST 4 HOURS!!!/"
negative,"@united it should be free like other airlines! Again, it’s not 1997 anymore."
negative,@united Existing reservation is fine. I was talking about no longer having an 0600 CMH-ORD option. 0638 gets me in too Late Flight.
neutral,@united please tell me I'm going to make my connecting flight from O'hare to #STL #SouthBendINWhere 🙏 http://t.co/qGwK10dEwv
neutral,@united Lindsay and ??.  Darn.  Terrible memory on my part.  I know they are headed back to IAD and then PIT tonight.
negative,"@united I know. I’m sure you hear it all the time — don’t like the new seats. I’m a small guy, 5’ 6” and I feel the new planes are tight"
negative,@united how about after 2.5 hrs at ORD another .5 on the tarmac + refuse to move me to an earlier flight you make it up to me? #iflyalot #bs
neutral,"@united OK, thanks for the clarification."
positive,@united When are you coming back to @IFlyOAKland? You have a huge East Bay customer base due to SFO and *I* miss you!
negative,@united also doesn't help me. I'm a very frequent flier and united premiere gold. Apparently that means nothing.
negative,@united delayed another hour
neutral,@united as a million mile flier I'm embarrassed to ask how long ago his launched?
negative,@united Can't beat the storm out of town if you wait to issue the policy until too Late Flight.  NWS issued storm warning already...
negative,@United @Skywest do it again!   I will now miss one or probably both our Aspen events. #Fail
negative,"@united don't need your apologies, need my bag. Took 56 minutes from landing to get it. Unacceptable."
negative,"@united add wifi, entertainment and the old seats and i’ll come back."
negative,@united so we fly into SFO and Honululu gets pushed back 3.5 hours and now it looks like more delays.  I beg of you plz sort this out soon!
positive,@united : thanks! i will catch my conection! :)
negative,@United super lame that you charge $8 for tv on an international flight to the US. It isn’t 1997!
negative,"@united as for volunteers to give up seats, people did! Now we sit for 25 minutes on plane waiting 4 them to add more people!  #letsgo"
negative,@united 4016 529557.   You going to transfer my car to me too?  Because it's at the airport you couldn't get me too...
negative,"@united next time I will not volunteer to let you gate check my bag for space, since you obviously can't deliver it in a timely manner."
negative,"@united I'm sorry it's cold in chicago, but I don't see why that means it takes 45 minutes for my priority bag to show up on the carousel."
neutral,@united how long does it take for customer feedback to respond to a complaint?
negative,@united you are making me miss big snow in Montana. Not cool.
negative,@united you might be the only airline not offering waivers...keep up the good fight
neutral,@united or frontier ... http://t.co/n8WiNFu6C5
positive,@united Thank you. Any help is appreciated.
neutral,"@united FYI, went through this on similar flight last week."
negative,@united I know where to check. My complaint is my ticket said dinner when I booked now it's changed to refreshments. Where's my refund?
negative,@united Bag MIA since Wednesday. Still no word where it is or if we'll ever see it again. #lostluggage #frustrated
neutral,@united assume those benefits only apply to my own reservation. Any way my partner (on diff res) can use them? Can we combine res?
neutral,@united or us air: http://t.co/Eis9hcNPrO
negative,@united we can't all be american airlines I suppose... http://t.co/0EWj7oKlji
negative,@united Love to report how horrible this flight is to your team. Let's make it worse...as they get to my seat...out of all snacks
neutral,"@united uhuh.Group trying to get out of Nashville and into IAD today instead of tomorrow,why be preemptive though... https://t.co/yBv0xaowKv"
positive,@united thanks for moving my dad on to my my mom's flight. You helped make his birthday start with #FriendlyFriday Awesomeness! 4 paws up!
negative,@United you need to get it together 3 of 4 flights Cancelled Flightled stranded with no car and my baggage is lost!  You NEVER get it right.
neutral,"@united blood services, make your appt. today! 18009174929 http://t.co/6UXwPaduGS"
negative,".@united It's worth saying that, if you litter in Singapore, you get caned. ""But there are rules"" says @united"
neutral,"@united Not waiving change fees with the snow storm coming tomorrow? IAD is under Winter Storm warning tomorrow already, what's up?"
neutral,@united yes! I'll be sending an email to customer service today.
negative,"@united I'm fully aware, it's just that your rules are harsh toward the client. Especially since you're going to resell my seat for more $."
negative,@united why I won't check my carry on. Watched a handler throw this bag -- miss the conveyer belt -- sat there 10 min http://t.co/lyoocx5mSH
negative,@united why? So I can waste more of time on this airline to get an automated message? Disappointing as always.
negative,@united this means within one week i will have filed 2 compensation complaints to your website
negative,"@united not 100% sure, however my ticket included one checked bag, therefore this charge was extra and completely unanticipated."
positive,“@united: @d_goodspeed We will follow up with our Maintenance team. Thanks for the tweet. ^KP” THANK YOU!  United Cares!
negative,@united Terribly disappointed. Confirmed reservation delayed and your cust. service staff was not helpful in finding an alternate solution.
neutral,@united this is for a check-in luggage. Employee told me not to include wheels in the dimensions.
neutral,@united dmangen@visualclubconcepts.com
neutral,"@united if I had a ticket refunded which I purchased, for my brother to fly...could I then used the refunded credit for me to fly? Respond"
negative,@united this is besides the fact that one week ago you delayed me by 18 hours. i am not impressed at all.
negative,"@united its my one and only checked bag, which is checked to edinburgh, however i am being charged randomly from dc to newark"
negative,@united with the purchase of my ticket i am entitled to check in 1 bag however i am being charged an extra 25 dollars for domestic transport
negative,"@united Thank U for the 1hr delay then boarding us onto a plane that reeks of vomit, flight attendant indicated it wasn't cleaned properly."
negative,@United I have never been so grossed out in my life. What a disappointment-yet again-flying with you.
neutral,@united need to add service dog to my itinerary for tomorrow
negative,"@united thanks for delaying my flight for an hour, and then boarding us onto a flight that REEKS of vomit because it wasn't cleaned properly"
negative,@united just landed. Might want to check flight 304 plane from Houston. That sound was during takeoff &amp; landing http://t.co/QKquRagGoO
negative,@united I can't even look at you right now. I'll call you when I'm not so mad.
neutral,@united DM ed u the request num
negative,"@united I requested an online refund option they denied saying the ticket was used, hope they understand the problem from your approach"
negative,"@united Nope, still sitting at the gate!"
neutral,"@united bagage which i take to in the cabin i dont need to check-in,correct?"
neutral,@united exactly
negative,@united the passengers waited inside the flight on the runway and returned back in o gate that should not count as a valid journey
negative,"@united yes it is partly used, the del-ewr is used, the return flight was Cancelled Flightled due to technical glitch in operations"
positive,@united thank you.. Appreciate the response
neutral,@united Old school ride home to LAX from Houston #flyingRetro http://t.co/6asuwx3Kv0
negative,.@united I appreciate you looking. Can you compensate me on anything for my troubles? Still haven't taken off for a 10:30 am flight
neutral,@united mine is GJQX6J husband is A587CW (Can't DM for some reason.)
positive,@united thank you thank you thank you for contacting me. Thank you for the offer of a $1000 travel certificate #unitedairlines
negative,@united Another terrible experience with United. Discrimination. Delays. And no help from customer service #united #notimpressed
neutral,"@united Hi, we are flying into IAD tomorrow evening. Do you expect delays or Cancelled Flightlations with the snow storm?"
negative,"@united If a business decision is made that inconveniences and possibly causes lost customers, is it a good business decision? #Cranky"
positive,@united sent a DM just now. Thanks I am incredibly happy the fast response I got via Twitter than via customer care. Thank you
negative,@united please provide update on UA 791. This flight has been stranded by united with no information from the crew on the plane.
negative,@united thanks for reminding me how much easier it is to fly Southwest!  Get more agents at sfo 25!
positive,@united perfect! That works! Thank you!
negative,"@united That's still one day over my visa expiring on June 9, which is why I booked my flight on that day."
neutral,@united Followback so I can DM plz
negative,@united MIA-EWR #384 😄😄😄 excellent crew. EWR-IAD #3589 😡😡😡 No crew to load bags - waiting w/ door open freezing. 20 mins past departure.
negative,@united your customer service is crap.
negative,@united thanks for having ground crews that are surprised when flights arrive. #beingsuckontarmacsucks!
positive,@united mechanical issue. Looks like they got it fixed! Thanks for your concern.
negative,@united UA1023 sitting on Tarmac at ORD when there are visibly gates open. Reassign our gate.
positive,@united thanks
negative,@united Usually an issue with Express our of SFO. Positive note: Mainline p.s. was enjoyable.
negative,"@united No. SATO rebooked me. Just upset that my travel office had to fix this, and you couldn't."
negative,@united kind of unnerving to watch the guy deicing your plane text on his phone the whole time http://t.co/QdXfT9qqT9
negative,@united refreshes my browser right before checkout.error load message. Ticket price increased $358 in a matter of sec. DoUNotWantMyBusiness?
negative,@united @JedediahBila Why is United voted every year as one of the worst airlines? Do enjoy that title? You should give Jedediah free passes
negative,@united I think you should board from the back of the plane #whatstheholdup #CHItoCLE
positive,@united On the plane but thanks! Maybe don't let so many people check in by themselves - teeming with morons.
negative,@united Thanks...seat made for a 6 year old and a broken TV. 20 flights/year...my last on your airline.
neutral,@united UA6357 needs de-icing! Stat! We've waited our turn...
neutral,@united yes I've boarded this way many times &amp; have never had to show my pass on the Tarmac multiple times. Path was railed off. Only 1 way
negative,"@united @bobwesson fair enough United. everybody is doing the best they can. Although that ""slight delay"" is turning into a Cancelled Flightlation."
negative,@united Still waiting on our bag! Never got delivered yesterday. Can't reach a real person for help. Sending DM with ref number.
negative,@united worst flight experience I've ever had. Will never ever fly your airline again.
negative,@united why do I have to go thru the details of the flight I want w/ the recording to then repeat ALL when a real person gets on the line?
positive,@united Looks like they came through. Thanks again for the help.
neutral,@united anything yet JJ?
negative,@united why would a person take hours and hours of wait time just to tell a lie
negative,@united hey! DM not working. UA 307!
negative,@united the refund team is far from customer care courtesy they need training on work ethics. So it's like sir u r lying how can I help
negative,@united splitting up my flights quadruples the price
negative,@united contd... I am being told that I am asking for a refund on a used ticket on a flight that got Cancelled Flightled how is the ticket used?
negative,@united after several trials and several hours of waiting on phone to contact customer care to get my refund all I get is cold shoulder
negative,@united I booked and paid for a flight to get me to Denver at a specific time for a meeting. You failed... It wasn't caused by weather
positive,@united since when did you get so good again!  4 transcontinental flights in 72h.  What a pleasure/relief you were.
negative,@united what I don't understand isn't flight that I paid premium for getting Cancelled Flighted and the best you can do is next available flight...
negative,"@united Flight is awful only one lavatory functioning, and people lining up, bumping, etc. because can't use 1st class bathroom. Ridiculous"
neutral,@united Are the current on board food menus available anywhere online?
neutral,@United Airlines Is Changing Its MileagePlus Program: Winners And Losers http://t.co/F1yvAiO9ul http://t.co/vGlx6Ykwqg
negative,@united actually we aren't. Still parked here.
neutral,"Can I put sun in my carry on? RT “@united: @ant_kneee Right now 0 would be a heat wave, so enjoy the warmth! Can you bring some home? ^JJ”"
positive,@united Thanks!
positive,@united thanks for prompt response.  Another hour to enjoy vacation! Perhaps a bug in the app as it still shows 2:55.
negative,@united Why can I only apply one travel certificate per itinerary even when I have multiple flights?
positive,@united appreciate the sentiment and you were able to get me off the ground;still missed connection
negative,"@united I log in, view reservations, try view specific reservation &amp; takes me back to login page,"
neutral,"@united it just goes round &amp; round, it's be going on for weeks,"
positive,Thank you @united for your prompt assistance.
negative,@united 3 times my flight has been delayed and I miss my next flight. This time you've lost my baggage. No clean clothes. $337 flight. Thx!
neutral,@united I looked on the email chain and there is not one
negative,@united why the hell do my miles expire? Was really looking forward to accruing enough for a free flight in 10 years.
positive,@united thanks for more timely updates.
neutral,@united Do you also want the naming rights to my first child so I can fly home and visit with my mother and avoid more winter depression?
negative,@united I'm familiar with the procedure. It wouldn't be the first time #UnitedAirlines lost one of my bags. #unhappytraveler
negative,@united I get that. But doing it by giving inaccurate/misleading info doesn't seem like a great way to do it. #hopethegearmakesitintact
negative,@united cleaning a regional jet takes an hour?
positive,@united Baggage check in and in flight crew the friendliest ever Flight#417 ogg to Lax !!!
neutral,@united thanks. That means I have 30 minutes to make my international connection to HKG
neutral,@united @JedediahBila KP I am not traveling - we trying to cheer up Ms. Bila.
negative,"@united You just tried to charge $750 for a $539 flight when I tried to make a change over the phone, not including $200 change fee. WTF?"
positive,@united Thank you for your offer! All sorted out :-)
neutral,@united workin on it. Waiting on him to reply.
negative,@united Flight 395. Rolling delay of 1 hour 42 minutes
negative,@united I believe just customer service. At last post he was at Narita in Tokyo. They sent him to a motel to rest. Said standby maybe 2days
positive,@united I think this is the best first class I have ever gotten!!  Denver to LAX and it's wonderful!!!
positive,@united of course not. The inflight crew was great!
positive,"@united well played, ^LO."
positive,@united The pilot of UA475 just landed this plane like he was gently placing us into a pile of whipped cream. Smoothest landing ever.
negative,@united your website is a complete joke when using safari!
negative,@united the new seats on the Canadaair regional jets just plain suck.
neutral,@united I'm in another country - please Cancelled Flight my reservation. I've booked through Swiss air
negative,@united airlines abuse your expensive video equipment and overcharge you for the privilege http://t.co/SdyLuKR7pt via @robthecameraman
neutral,@united found the flight on @airfarewatchdog
negative,@united that's the reply? Lol hoping that at least the new plane was maintained before the flight. 😒
negative,@united Did somebody say flight upgrade?
neutral,@united DM sent.
negative,@united how is it tripitPro has accurate delayed dept. times and 2hours Late Flightr I hear the same from you? Just curious
negative,"@united I can tell you. Your airline has lost mine and my families business. 
This day and age message through Twitter travels fast."
negative,@united trying to reach him for the number. At last they have him on standbye and gave him 1 meal voucher for a potential 2 day standbye!
negative,@united this is very disappointing. This is about customer service.
negative,"@united boarded 6373 on time, deplaned, and now 100 minutes delay. No transparency during. Can't wait to give up my gold status for AA."
negative,@united @44Stocker my wife Sarah stocker did also called but could not connect me to customer service
negative,"@united Once again I am victim to the scam that is your SHIT Customer Service, this time the agent hung up on me WTF do you teach your staff"
negative,@united flight 1219. My frustration boiled over after dealing with attendant. Her attitude was ridiculous.
negative,@united nice to know that 3 hours of my time is worth $7.99. Free DirectTV for everyone! Ever hear of preventative maintenance?
negative,@united that may be true however after 4 weeks matter is still unresolved and I can not get through to a supervisor or manager to help
negative,@united obviously no one knows a darn thing around here.  What are we to do if this does not get resolved? http://t.co/Ph8QJzaPKx
neutral,"@united so going forward, I shouldn't be Flight Booking Problems Star Alliance flights through the United App?"
negative,@united I have those notifications yet the staff on board say that is not accurate and they have no departure time.
negative,@united I'm not know if the seats are actually narrower than other seats but they feel like it. Or maybe I'm extra bloated.
negative,@united DM sent.  This lack if customer service is getting ridiculous.
negative,@united delayed going home AGAIN. Getting really tired of delays.
positive,@united a big thanks to ^MN and ^KN or patiently clarifying the United domestic world to me.
negative,@united uh - I booked it through the UA website. Why the price change?
negative,@united I'm rebooked. Getting home 4 hours Late Flightr then planned. What are the chances I'll ever see my bag again? #unhappytraveler
negative,"@united United Club team is A+ &amp; got me a seat Late Flightr. Still, not sure why a last min UAL Cancelled Flightlation costs me $ yet overbooked folks get $?"
negative,"@united will flight 5559 to YYC be providing free food when we are allowed back on board  after the ""broken lightbulb"""
negative,@united I was not looking for the fare to be returned on the companion flight.  don't understand why an additional $200 fee was necessary.
positive,"@united thank you so much, that helps a ton. Whoever is on this Twitter acct today deserves a handshake and a hot chocoLate Flight. #problemsolvers"
neutral,@united I left headphones in 2A on UA4689 from YHZ-EWR. It's a long shot to see them again. But worth a tweet anyway!
neutral,@united 129 thousand fans of @JedediahBila are asking you to give her your utmost effort to get her a safe flight with her baggage soon!
positive,@united can't wait!!! 787!!! @tpallini http://t.co/oDlall5eDH
negative,@united flight 5187 to be specific. The last two were probably 30 feet apart and within sight of each other
positive,@united love being told you would issue a refund when you couldn't get us out of the way of a hurricane to have it denied
negative,@united Without baggage for 5 days and can't get an update from Houston airport since Monday. Worst service ever!
negative,@united yes to three different checkers along the walk to the plane. Overkill
negative,@united Bummer. Might have to go with @AmericanAir card instead. TY for response though.
neutral,"“@united: @LRuns4Cupcakes Please DM details, we'd like to help if you need assistance. ^KP” @ClarkHoward #Another #Airlines #Issues"
negative,@united or I'm sure her business will go else where for airline travel. Her name is Kathryn Sotelo
neutral,@united please arrange someone at the arriving gate of flight 5957 to Chicago for either a refund or first class upgrade
negative,"@united made to check in my carry on from Flight 1449 PBI to Newark. Plane luggage stow not full. U r costing me time, money &amp; aggravation!"
negative,@united I have no way to contact her while she is in flight. This does not work for me. Her father is about to pass and is heading to Denver
negative,"@united we are on two more flights today, let's hope the kit does not get the same treatment!! http://t.co/Pd3nbAAkxH"
positive,@united thnx!
negative,@united - please help regarding PNR A3ZZ0F. Why am I now waitlisted for a flight?
neutral,@united just emailed Jim Compton and Jeff Smisek so hopefully you pay attention now
negative,@united I hope you have a solution or insurance to cover this issue
negative,@united customer service has no solution and now we might miss a show because of them
negative,@united deserves to go bankrupt. Just delayed an outbound flight with no info on the connecting flight that we're going to miss
negative,@united FLT 3444 delayed because of maintenance - that's fixed but can't board because flight crew didn't stay in boarding area #fail
negative,@united not anymore.  Finally was ticketed 5 min before takeoff.  Not sure why the confusion with a full-fare GSA ticket.
neutral,@united Do miles earned with Explorer card count toward lifetime miles?
negative,"@united yes, but they still don't know where it is.  I've been told it might be on a flight, but now no one can confirm it."
neutral,@united what do I do if something is missing from my checked baggage?
negative,"@United wind chill in Ithica -17 degrees, and for the trouble of losing my clothes they give me a t-shirt. I'll burn it for warmth. #united"
positive,"@united Aw, thanks for the kind words. Totally makes these extra 6 hours sitting in an airport SOOOO much better."
neutral,@united Frontier is currently offering their weather exceptions for this weekend. When is United?
negative,"@united I will be calling customer service. 2 delayed flights today now, luggage misplaced, a disaster across the board."
negative,"@united crew has been notified, passenger moved but water not fixed. Now on tarmac two hours"
negative,@united that link is not helpful as it does not put me In touch with management
positive,"@united as u might imagine, this former pilot was particularly touched by the gesture. Please let the FO know #keepingtraditionsalive"
negative,"@united Delayed CMH to ORD. Ran to gate 1 min b4 connection -door closed no one around. Ignored by 1st agent, 2nd super rude. #thanksunited"
negative,"@united @upgrd I guess the Kit Kat looks tasty... not going near that ""sandwich."""
negative,@united: Worse - headed to LaGuardia (delayed).  Why is the tray table the size of a mouse pad and the overhead the size on my pocket?
negative,@united now 1558 from IAH to EWR has broken entertainment system and no WiFi despite info on app: http://t.co/FY6f9rZB9k
negative,@united your customer service is terrible
neutral,@united done
negative,@united please send help ASAP to @KathrynSotelo on flight 5957 to Chicago seat 9c #Airlines http://t.co/9sKrLyrZ1O
negative,"@united define ""appreciate"". I doubt the worst major airline in the USA acts on much feedback."
negative,"@united yea, a refund. Your airline ruined our trip."
positive,@united just sent - thank you!
negative,@united that's wonderful. unfortunately doesn't help on this 4 hr flight between to major U.S. cities. #disappointed
negative,"@united thanks for delaying our flight for an hour, missing our connecting flight and terrible customer service. #neveragain #vacation"
negative,"@united Got rebooked on AA.  One question though, do you automatically refund the check baggage fees for flight that was Cancelled Flightled?"
negative,@united It is all good -- your 1K team has been nothing short of amazing with everything.
negative,@united new flight has me at the window. Kind of ticked off. I pick aisle seats only because I hate window seats. #annoyed #EpicFail
positive,@united good fly!! #United #businessFirst
negative,.@united Nope - had to rebook through Houston so I could get to Amarillo before 11pm. Stuck in SFO for four hours.
positive,"@united thanks, i made it."
neutral,@united past
positive,@united Thanks! Just DMed HN.
negative,@united is a money sucking airline with terrible terrible customer service
negative,@united - are you aware your airbus fleet sucks?  I'd rather fly a C-130 full of rubber dog shit.
neutral,@united Will you be issuing an exception policy for Denver for this weekend?
neutral,"@united I need a breakdown of what the ""international surcharge"" on my flights cover. Please help"
negative,@united https://t.co/jpd7NsGRT7. Fyi your staff are telling customers to try other carriers
negative,@united couldn't have possibly messed up our trip anymore than they did. Thanks for being such a terrible airline. #disappointed
negative,@united no wifi on #ua688 #SF to #Chicago? 2015. That's all. Ps: This tech intro video is a joke. #EpicFail
neutral,@united flight #1051 on 2/23. Thx
neutral,@united Based on suggestions from other passengers I have a rental car on standby for 11:30.  One way or another will be leaving then.
negative,@united Thanks for the reply. The box is not mine and I'm not missing one. It was added to my bag ....
negative,@united no wifi on flight ua688. SF to ORD. Really?  Wow
neutral,@united gives Belfast a #Hug with the new unmissable #BusHug format #impact #busads #thinkbus @BelfastAirport http://t.co/AvbdstJUJS
negative,@united is the worst http://t.co/27aitZl6nd
negative,@united haha and you have to clean a plane that was held overnight in a hangar. Sounds lovely. Also don't lie on screensand say it's weather
negative,@united no because you will charge me or delay me further. United 1612 still waiting.
neutral,"@united @Adam_Karren @zj76 how did you save the $200 on checked snowboard? Trying to check in this morning, website wants $200! (prem.gold)"
neutral,"@united traveling from FRA thru IAD to MCO tomorrow, concerned abt IAD weather. Can't change until advisory issued? Any advice?"
negative,@united I did and then she made me feel guilty because it was economy plus and I didn't pay for the extra leg room
negative,@united my flight Cancelled Flightled new flight 5012 hopefully will not.
negative,@united #4781 Cancelled Flightled. #5102newflight I will be upset if this one Cancelled Flights too. I could have rented a car if they would have been honest.
positive,@united enjoyed #heathrow lounge so much i almost missed my @airnzusa flight!
positive,"@united Hi, flight 1051. If I try and book a new one way,  flight departure shows up as 3:55pm which seems accurate."
negative,@united Stuck in. ORD because United can't find their airplane. Lol. #upset terminal right now.
neutral,@united Who can I contact about requesting a charity donation? #ThankYou
negative,@united WTH be honest with your customers.  This better be the last change or we are driving home.  Has our plane left or not!
negative,@united 2nd time in a row  I've been over charged by 100's of $$ on my plane ticket WHY? #united I shouldn't have to check my CC everytime
neutral,@united I need a customer service manager to contact me please
negative,@united Is flight 5001 really going to leave Newark today?  If not tell us now and I will rent a car.  I do not want to end up stranded.
negative,.@united thanks for the reply. I saw that but it's not particularly helpful to a hungry vegetarian not flying those specific flights. SHRUG.
negative,@united so funny that my boarding pass said PRIORITY a because clearly I am not a priority to this airline
negative,@united I'm sure you will offer me nothing for the inconvenience you have put me through TWICE this month. Tweets don't cut it
negative,@united or you'll Cancelled Flight my flight like you just did
negative,@united screwing me over twice in one month. Learned my lesson. We are through.
negative,@united what's the point of offering a free checked bag of you lose it?
neutral,"@united Will do, cheers"
positive,@united Please send me the link/email to formally compliment Irene in SLC on some of the best customer service ever. #PaxEx
positive,@united thnx ^LO :-)
neutral,"@united yes. Houston Int'l, Bush."
neutral,@united Hi. My 2/23 flight from CUN-EWR shows a departure of 2:55pm on my United app.  Can you confirm?  Doesn't look correct.  Thanks.
negative,"@united flight from vegas to houston Cancelled Flighted this morning ""due to operation"" what does this mean!???? Thank god I woke up early today!"
neutral,@united Will do! Thanks!
negative,@united education of that staff is needed - he also turned away other first class cabin passengers with mileage plus.
negative,@united Item (not mine) mysteriously ended up in my checked bag after a #EWR to #YOW flight.  Missing a black box? http://t.co/SJQEmDtQmA
negative,@united My guess:flight is going to be Cancelled Flightled because there are 16 empty seats and those who confirmed are not important. #frustrated
negative,"@united instead of making  seats smaller/thinner so u can jam more people on a flight,u should concentrate on maint &amp; happy customers"
negative,@united I need assistance with pulling your agents' heads out of their asses
